source,tibschol_refs,zotero_refs,xml_id,status,location,xml_content
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-13-59,unreviewed,12.15 - 12.19,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-13-59"" status=""unreviewed"">
         <lb n=""12.15""/><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3864"">byang skyabs</rs> ni dgag bya bden pa'i dngos po 'gegs pa'i cha nas don dam <lb n=""12.16""/> dpyod pa'i rigs shes kyang yin la | gzhal cha sgyu ma lta bu 'jam ba'i cha nas <lb n=""12.17""/> tha snyad pa'i tshad ma yin no zhes 'dod par byed na nyes pa snga ma'ang dpyad <lb n=""12.18""/> par bya ba yin la | spyir cha med kyi gcig dang du ma bkag pa na de'i shul <lb n=""12.19""/> du cha bcas gcig lus sam mi lus pa'ang dpyad so yin no zhes gsung so ||</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-14-51,unreviewed,12.19 - 60.1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""12.19""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-14-51"" status=""unreviewed"" ana=""corpusmd:the_tshom""><milestone unit=""section"" n=""(iv) the tshom""/>
         the tshom la gsum las 
            <milestone n=""mtshan nyid"" unit=""section""/>
            mtshan nyid ni blo rtse gnyis kyi rnam pas 'jug pa zhes pa la <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3834"">rgya </rs>bzhed do ||
         <lb n=""59.21""/><rs type=""person"" ana=""corpusmd:named_reference"" ref=""3805"">zhang tshes</rs> dang <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3831"">phya pa</rs> ni mtha' gzhan du srid pa'i <pb n=""60""/><lb n=""60.1""/> dogs pa dang bcas pa'o zhes zer ro ||</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-14-11,unreviewed,63.5 - 63.10,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-14-11"" status=""unreviewed"" ana=""corpusmd:mtshan_nyid"">
         <lb n=""63.5""/>'di la <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3809"">jo btsun</rs> na re <lb n=""63.6""/>mtshon bya ba lang zhes bya ba ni dngos med kun brtags yin la | mtshan nyid ni <lb n=""63.7""/> nog dang lkog shal ni dngos po ba yin pas mtshon bya dang mtshan nyid gnyis<lb n=""63.8""/> gcig pa bkag pa'i tha dad yin no zhes zer ba la | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3810"">gangs pa</rs>s mtshon bya ba <lb n=""63.9""/> lang dngos med kun brtags de la mtshan nyid nog dang lkog shal dngos po <lb n=""63.10""/> ba de mi srid do zhes brjod do ||</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-14-22,unreviewed,89.12 - 89.15,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-14-22"" status=""unreviewed"" ana=""corpusmd:mtshan_nyid"">
         <milestone unit=""section"" n=""113.12 grangs nyung pa dgag pa""/><lb n=""89.12""/> gnyis pa grangs nyung pa dgag pa ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4207"">me dig pa</rs> na re mtshan nyid kyi skyon <lb n=""89.13""/> thams cad gsum du 'du ste | mtshan nyid rnal mar 'gro ba la skyon gsum dang<lb n=""89.14""/> bral dgos pa'i phyir dang | skyon gsum gang dang ma bral yang mtshan nyid rnal <lb n=""89.15""/> mar mi 'gro ba'i phyir ro ||
                   skyon gsum dang bral ba tsam gyis mtshan nyid rnal mar 'gro ba'i brda' ba ni ma mchis so zhes zer ro ||</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-14-34,unreviewed,113.14 - 113.18,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-14-34"" status=""unreviewed"">
         <lb n=""113.14""/> de la <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4206"">stag pa</rs> na re 'jug yul bstan pa'i rgyu mtshan gyis skyes bu <lb n=""113.15""/> don grub la nus pa gnas pa zhes pa la 'dod la | des na gcig dang du bral <lb n=""113.16""/> gyi rtags la brten pa'i rjes dpag la ma khyab pa med de | 'jug yul stong nyid <lb n=""113.17""/> bstan pa'i rgyu mtshan gyis lan gcig rnal 'byor gyi mngon sum thob pas skyes <lb n=""113.18""/> bu'i don grub pa'i phyir ro zhes zer ba la | </seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-15-42,unreviewed,122.18 - 122.20,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-15-42"" status=""unreviewed"">
         <lb n=""122.18""/> <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">kha cig</rs> na re 'o na la chos can rtag pa'i me yod de du ba yod pa'i phyir ces <lb n=""122.19""/> pa'ang yang dag gi rtags su thal te brten pa rtag mi rtag la 'khrul yang rten <lb n=""122.20""/> me tsam la ma 'khrul bas so zhes zer ba la <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsa ba</rs>s 'dod thog du byas so ||</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-15-13,unreviewed,155.7 - 155.8,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-15-13"" status=""unreviewed"">
         <lb n=""155.7""/> <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3720"">slob dpon klu sgrub</rs> dang <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3745"">jo bo rje</rs> la sogs pa yang lung <lb n=""155.8""/> tshad ma dang nyer 'jal gyi tshad ma ste bzhir bzhed do ||</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-15-33,unreviewed,166.14 - 166.16,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-15-33"" status=""unreviewed"">
         <lb n=""166.14""/>'di la <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4270"">rgya grags bsod</rs> na re rang rig la gzung ba yod dam med | med na<lb n=""166.15""/> gzung don la ma 'khrul ba mi 'thad la | yod na sems cam pas gzung 'dzin gnyis <lb n=""166.16""/> med ma rtogs par thal lo|</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-15-28,unreviewed,169.4 - 169.6,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-15-28"" status=""unreviewed"" ana=""corpusmd:mngon_sum"">
         <lb n=""169.4""/>'di la rnal <lb n=""169.5""/> 'byor gyi mngon sum skye ba'i rten gyi gang zag la sogs pa lngas <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsa ba</rs> 'chad<lb n=""169.6""/> mod kyi 'dir mi spro'o ||</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX002_2024-11-01-14-39,unreviewed,263.6 - 263.13,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX002_2024-11-01-14-39"" status=""unreviewed"">
         <lb n=""263.6""/>'di la <rs type=""person"" ana=""corpusmd:named_reference"" ref=""3837"">g.yor rnyan</rs> na re yod la skad cig <lb n=""263.7""/> gi mi rtag pas khyab pa mngon sum gyis dngos su nges pa'i phyir 'phags par<lb n=""263.8""/> thal lo zhe na rtags ma grub la | yod pa la skad cig gi mi rtag pa shugs las <lb n=""263.9""/> nges pa'i phyir 'phags par thal lo zhe na khyab pa ma grub bo zhes zer ba ni <lb n=""263.10""/> 'khrul ba kho na ste byas yod la skad cig gi mi rtag pas khyab pa dngos su nges <lb n=""263.11""/> kyang rung shugs las nges kyang rung ste rtag par 'dzin pa dang gcig pur <lb n=""263.12""/> 'dzin pa'i bdag mngon sum gyis mi khegs pas 'phags par thal ba'i nyes <lb n=""263.13""/> pa gnas so zhes gsung ngo ||</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-14-57,unreviewed,273.15 - 273.19,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-14-57"" status=""unreviewed"">
         <lb n=""273.15""/><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4264"">gnyags</rs> na re ba bsog par <lb n=""273.15""/> nus tshad kyi dngos po bsogs pa gas me dang du ba byung bas me dud rgyu 'bras <lb n=""273.17""/> yin la | gsog par nus tshod kyi dngos po bsogs kyang tsan dan gyi me dang du <lb n=""273.18""/> ba mi 'byung bas de gnyis rgyu 'bras ma yin no zhes zer te snga ma dang don <lb n=""273.19""/> mthun no |</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-15-24,unreviewed,335.2 - 335.5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-15-24"" status=""unreviewed"">
         <lb n=""335.2""/>thal 'gyur 'di<lb n=""335.3""/> dag <rs type=""person"" ana=""corpusmd:named_reference"" ref=""3810"">gangs pa</rs> bzhin du sgrub byed 'phen pa'i thal 'gyur 'ba' zhig yin nam |<lb n=""335.4""/> <rs type=""person"" ana=""corpusmd:named_reference"" ref=""3810"">pa tshab lo tsa ba</rs> ltar sgrub byed mi 'phen pa'i thal 'gyur zhig yin zhe na gnyis<lb n=""335.5""/> ka ma yin no |</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-15-05,unreviewed,342.2 - 342.5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-15-05"" status=""unreviewed"">
         <lb n=""342.2""/> gzhan yang<rs type=""person"" ana=""corpusmd:named_reference"" ref=""4267"">gong bur can</rs> na re thal 'gyur <lb n=""342.3""/> gnyis kyi spyi'i mtshan nyid gang yin zhes 'dri na | 'o na bsgrub pa'i ngag dang <lb n=""342.4""/> sun 'byin pa'i ngag gnyis kyi spyi'i mtshan nyid kyang gang yin zhes phar la <lb n=""342.5""/> dri'o ||</seg></TEI>"
X_002_Tshad bsdus.xml,X_002,,exX0022024-11-01-15-17,unreviewed,352.17 - 352.19,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022024-11-01-15-17"" status=""unreviewed"">
         <lb n=""352.17""/>dang po ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4268"">sna <lb n=""352.18""/> chung ston pa</rs> na re phyogs chos phyir rgol gyis khas blangs shing khyab pa tshad mas <lb n=""352.19""/> nges pa'i rtags ston byed ces bya ba yin no || zhes zer ro ||</seg></TEI>"
2_050_18_chu mig pa chen poi rnam thar.xml,2_050_19,,ex50182024-09-161,unreviewed,1b2 - 1b5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""1b2""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex50182024-09-161"" status=""unreviewed"">lung dang mngon par rtogs pa'i shes rab dang ldan zhing | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3975"">kha mo ze'u zhes grags pa'i dge ba'i bshes gnyen chu mig <lb n=""1b3""/> pa chen po</rs> de | 
            dpal rdza ra'i sa'i char ze'u'i rgyud du 'khrungs | dgung lo bco brgyad la <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3807"">dge bshes 'bre shes rab 'bar</rs> la mkhan po zhus nas rab du byon te <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3809"">dge bshes khyung <lb n=""1b4""/> rin chen grags</rs> la dbu tshad dang spyod phyogs brlabs shing zhar chos <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3834"">rgya</rs> <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4206"">stag</rs> gnyis la gsan skad | 
            de nas mkhan po la pha rol du phyin pa lo drug gnan te mdo 'grel dang bcas pa <lb n=""1b5""/>mtha' dag par mkhyen |</seg></TEI>"
2_050_18_chu mig pa chen poi rnam thar.xml,2_050_19,,ex50182023-09-20-094538,unreviewed,4a4,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex50182023-09-20-094538"" status=""unreviewed"">
         <milestone unit=""section"" n=""[Colophon (4a4-5, p.357)] ""/>
        <lb n=""4a4""/><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3975"">dge ba'i bshes gnyen chu mig pa chen po</rs>'i yon tan gzhal du med pa las | phyogs tsam mtshon pa'i phyir <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:4411"">snar thang</rs> du sdebs pa'o ||
         <milestone unit=""section"" n=""[Post-colophon annotations (4a5, p. 357)]""/>
         <abbr>zhus so || || ||</abbr></seg></TEI>"
2_044_02_chos_mngon_W1PD89084-I1KG13413-95-202-any.xml,2_044_02,,ex44022024-11-2014-54-51,unreviewed,8a4 - 8a5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""8a4""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex44022024-11-2014-54-51"" status=""unreviewed""> nga rgyal la mA na ba zhes ring par yod pa lo tsha bas ma phyed par sgra nor ba ste | don la nga rgyal yin no zhes <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4261"">mkhas pa chen po mchims brtson <lb n=""8a5""/>'grus seng ge</rs> gsung ngo ||</seg></TEI>"
2_044_02_chos_mngon_W1PD89084-I1KG13413-95-202-any.xml,2_044_02,,ex44022024-11-2014-51-17,unreviewed,108b3 - 108b6,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""108b3""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex44022024-11-2014-51-17"" status=""unreviewed"" ana=""corpusmd:colophon""><milestone n=""colophon"" unit=""section""/>
               de ltar <rs type=""person"" ana=""corpusmd:unnamed_reference"">bdag</rs> gis <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4763""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3761"">chos mngon rin chen mdzod</rs> || 
               gsal ba'i rgyan</rs> zhes bya ba 'di bshad de | | 
             <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6978"">  dam chos <lb n=""108b4""/>snang ldan 'jam dpal grags pa</rs> yis | | 
               yang yang <rs type=""person"" ana=""corpusmd:unnamed_reference"">bdag</rs> la bskul ba'i slad du'o | | 
               gal te <rs type=""person"" ana=""corpusmd:unnamed_reference"">bdag</rs> gis 'dir bshad gang yin la | 
               nongs par gyur pa cung zad <lb n=""108b5""/>mchis na de | | 
               gang la blo gros spangs pa'i spyan mnga' ba | | 
               mkhas rnams dag gis bzod pa mdzad pa'i rigs | | 
               'di brtsams dge ba kun da'i phyed ba                <lb n=""108b6""/>ltar | | 
               rnam par dkar ba'i bsod nam <rs type=""person"" ana=""corpusmd:unnamed_reference"">bdag</rs> gis ni | | 
               legs par skrun pa'i dge ba ci mchis pa || 
               mtshungs med rgyal ba'i go 'phang thob phyir bsngo | |</seg></TEI>"
2_044_03_gNyag_tshad maI spyi skad bsdus pa.xml,2_044_03,,ex44032023-07-2514-44-07,reviewed,1a1 - 1a4,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex44032023-07-2514-44-07"" status=""reviewed""> <milestone unit=""section"" n=""Cover page""/><pb n=""1a""/><lb n=""1a1""/>phyi<lb n=""1a2""/>zha<lb n=""1a3""/>45{1}  <note type=""editorial"">Reported as ""phyi zha 45"" in 'Bras spungs dkar chag.</note>
         <lb n=""1a4""/>|| <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4765"">tshad ma'i spyi skad cung zad bsdus pa</rs> gzhugs pa <abbr>lags so</abbr> dbang hE <note type=""editorial"">Could also read ""hre""</note> ||</seg></TEI>"
2_044_03_gNyag_tshad maI spyi skad bsdus pa.xml,2_044_03,,ex044032025-05-2118-25-44,unreviewed,1a4 - 1b3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""1a4""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex044032025-05-2118-25-44"" status=""unreviewed""><milestone unit=""section"" n=""Introductory verse""/>
       <lg><pb n=""1b""/><lb n=""1b1""/> <l>'thun snang shes bya'i gnas lugs la ||</l> <l>ji bzhin rtogs pa skyed pa'i ||</l> <l>tog <note type=""editorial"">For ""rtog""</note> ge'i rang gzhung bsdus pa'i don ||</l> <l>gzhan la phan phyir cung zad bgod <note type=""editorial"">For ""'god"", or ""bkod""</note> |:|</l></lg>
       
       <milestone unit=""section"" n=""Body of the text""/>
         <lb n=""1b2""/> de la tshad ma'i lugs kyis gzhal bya 'am shes bya'i gnas lugs bstan pa dang | de yul du byed pa'i blo spyir bstan pa dang | sgro 'dogs gcod byed tshad ma'i blo bye brag du bstan pa re shig 3 <lb n=""1b3""/> gyis nges par bya'o ||</seg></TEI>"
2_044_03_gNyag_tshad maI spyi skad bsdus pa.xml,2_044_03,,ex2442025-02-0414-36-25,reviewed,3a8 - 3a9,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""3a8""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex2442025-02-0414-36-25"" status=""reviewed"">de la gcad bya sgro 'dogs kyi blo la <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593""><abbr>deng sang</abbr> dus kyi rtog ge ba rnams</rs> <lb n=""3a9""/> tshad ma ma yin pa'i blo lnga zhes grags ste | tshad ma ma yin pa'i blo lnga ces <rs type=""work"" ana=""corpusmd:unnamed_reference"">gzhung</rs> nas gsungs pa'i grangs nges pa'ang <abbr>med</abbr> la ||</seg></TEI>"
2_044_03_gNyag_tshad maI spyi skad bsdus pa.xml,2_044_03,,ex44032023-07-2514-44-08,finalized,8b3 - 8b4,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""8b3""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex44032023-07-2514-44-08"" status=""finalized""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3745"">ati sha</rs>'i zhal nas | <quote source=""db:6040"" n=""Satyadvayāvatāra 13b–d""><lg><l>mngon suM rjes dpag dgos pa <abbr>med</abbr> ||</l><l>mu stegs rgol ba bzlog pa'i phyir ||</l><l> <lb n=""8b4""/> mkhas pa rnams kyis byas pa yin ¦</l></lg></quote> zhes gsungs so ||||</seg></TEI>"
2_044_03_gNyag_tshad maI spyi skad bsdus pa.xml,2_044_03,,ex44032023-07-2514-44-09,finalized,8b4 - 8b5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""8b4""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex44032023-07-2514-44-09"" status=""finalized"">
               <milestone n=""Conclusive verses"" unit=""section""/>
               <lg><l><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4765"">tshad <choice><reg>ma'i</reg><orig>ma‹'i›</orig></choice> spyi'i skad cung zad bsdus pa</rs> 'di ||</l> <l>rigs pa'i tshul la mos pa'i blo yod kyang ||</l> <l><lb n=""8b5""/> gzhung la mi 'jug rtsol ba zhan rnaMs la ||</l> <l>yig chung bde blag bris pa 'di la gzigs ||</l></lg></seg></TEI>"
2_044_03_gNyag_tshad maI spyi skad bsdus pa.xml,2_044_03,,ex44032023-07-2514-44-10,finalized,8b5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""8b5""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex44032023-07-2514-44-10"" status=""finalized"" ana=""corpusmd:colophon""><milestone n=""Colophon (8b5)"" unit=""section""/><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5833"">gnyag</rs> gis bkod pa || I thI: ||</seg></TEI>"
2_044_03_gNyag_tshad maI spyi skad bsdus pa.xml,2_044_03,,ex044032025-05-2118-15-36,reviewed,8b6 - 8b8,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex044032025-05-2118-15-36"" status=""reviewed""><milestone n=""The seven treatises"" unit=""section""/>
   <lb n=""8b6""/> *<note type=""editorial"">Reference sign linkin this note to ""sde bdun"" on fol. 8b2</note> rtso bo lus lta bu'i bstan bcos ni | <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3772"">rnam 'grel |</rs> <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3774"">rnaM nges</rs> | <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5589"">rigs thigs</rs> te rgyas 'bri bsdus pa 3ba'o || 
   yan lag gi bstan bcos ni | rang don <choice><reg>gi</reg><orig>°i</orig></choice> rtan tshigs kyi <abbr>mtshan nyid</abbr> la log <choice><reg>rtog</reg><orig>°°</orig></choice> bsal <lb n=""8b7""/> ba'i phyir <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5831"">rtan<anchor xml:id=""a17""/> tshigs thigs pa</rs> | rang bzhin 'brel pa la log rtog dgag pa'i phyir <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3775"">'brel pa brtag pa</rs> | gzhan don phyir rgol la ston pas ¦ gzhan gyi blo <choice><reg>tsam</reg><orig>tsa°</orig></choice><note type=""editorial"">Tentative reconstruction</note> ston pa'i phyir <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:7068"">rgyud gzhan sgrub pa |</rs> <lb n=""8b8""/> rgol phyir <choice><reg>rgol yang</reg><orig>rgol {°} yang</orig></choice>  dag dang tshar gcad pa'i gnas la log rtogs bsal ba'i phyir dang brtsod pa dag par bya ba'i phyir <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3777"">brtsod pa'i rigs pa</rs> mdzad do ||||</seg></TEI>"
4_113_02 theg chen rgyud bla.xml,4_113_02,,ex113022025-02-2416-01-14,unreviewed,60a3 - 60a6,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""60a3""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex113022025-02-2416-01-14"" status=""unreviewed""> <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5476"">theg pa chen po rgyud bla ma'i bstan bcos kyi rnam par bshad pa de nyid snang ba</rs> zhes <lb n=""60a4""/> bya ba 'di mtshan nyid phyogs kyi lung rigs la rnam par byang zhing khyad par dpal dus kyi 'khor lo laswo pa rdo rje zeg pa la blo gros kyi snang ba rgyas pa'i bshes gnyen chen po slob dpon a mo g+ha sa rgyud bla'i Ti ka 'phags pa thogs med kyi 'grel pa gzhir bzhag cing sa bcad chos rjes bzangs pa'i lugs bzhin du <lb n=""60a5""/> phye ba rgyud bla'i thun mong ma yin pa'i chos skad lung rigs kyi zur thon par bya dgos rnaMs brten pa cig gyis shig ces pa'i gsung yig gis bskul ba la brten nas ¦ chos rje jo nang pa yab sras kyis bka' drin las nges pa'i don la shes nas dad pa thob pa <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4125"">shAkya'i dge slong lha'i rgyal mtshan</rs> gyis ston pa 'das nas <lb n=""60a6""/> lo nyis stong nyis rgya dang nyer gsuM song ba'i dus lcags pho rda'i khrums stod kyi nyer ba ° la <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:5732"">dben gnas nam mkha' mdzod</rs> du sbyar ba bstan pa la phan pa rgya chen por gyur cig || </seg></TEI>"
